wdid,icrsra,icrsdec,spectype,teff,logg,mass,logL,age,loghhe,logche,logch,lognh,logohe,logoh,lognahe,lognah,logmghe,logmgh,logalhe,logalh,logsihe,logsih,logphe,logph,logshe,logsh,logclhe,logcahe,logcah,logsche,logsch,logtihe,logtih,logvhe,logcrhe,logcrh,logmnhe,logmnh,logfehe,logfeh,logcohe,lognihe,lognih,logcuhe,logznhe,loggahe,loggehe,logsrhe,parallax,Dpc,comp,Mv
SDSS J150739.03+403408.9,15 07 39.04,40 34 08.83,DZ,7304.0,8.0,,,0.0,<-4.0722,,,,,,,,-6.3,,,,,,,,,,,-8.0,,,,,,,,,,,-6.8,,,,,,,,,,3.383568648,295.55,He,
SDSS J150822.60+062242.1,15 08 22.59,06 22 42.05,DZ,9991.0,7.8997,0.523,,0.548,<-5.9384,,,,,,,,,,,,,,,,,,,-9.5851,,,,,,,,,,,,,,,,,,,,,3.675609976,272.06,He,
SDSS J150926.04+183825.4,15 09 26.06,18 38 25.25,DZ,7943.0,7.8555,0.4938,,0.94,<-4.7764,,,,,,,,,,,,,,,,,,,-9.1585,,,,,,,,,,,,,,,,,,,,,3.978415161,251.36,He,
SDSS J151054.85+381450.2,15 10 54.81,38 14 50.04,DZA,9248.0,7.8858,0.5135,,0.659,-4.6974,,,,,,,,,,,,,,,,,,,-8.2221,,,,,,,,,,,,,,,,,,,,,4.025052856,248.44,He,
SDSS J151133.87+265437.9,15 11 33.88,26 54 37.80,DZ,6381.0,8.1027,0.6364,,2.48,<-3.1911,,,,,,,,,,,,,,,,,,,-10.4865,,,,,,,,,,,,,,,,,,,,,5.644640356,177.16,He,
SDSS J151221.62+530426.3,15 12 21.62,53 04 26.14,DZ,8221.0,8.0,,,0.0,<-4.9382,,,,,,,,,,,,,,,,,,,-8.2474,,,,,,,,,,,,,,,,,,,,,,542.577,He,
SDSS J151441.86+501209.7,15 14 41.84,50 12 09.85,DZ,10508.0,8.7384,1.0525,,1.88,<-5.3677,,,,,,,,,,,,,,,,,,,-9.1084,,,,,,,,,,,,,,,,,,,,,2.326909487,429.75,He,
SDSS J151514.54+453211.1,15 15 14.58,45 32 10.85,DZ,7476.0,7.9704,0.5576,,1.27,<-4.1617,,,,,,,,,,,,,,,,,,,-9.0954,,,,,,,,,,,,,,,,,,,,,4.211606599,237.44,He,
SDSS J151522.04+134836.5,15 15 22.06,13 48 35.82,DZ,6736.0,8.0288,0.5912,,1.78,<-3.6338,,,,,,,,,,,,,,,,,,,-10.5293,,,,,,,,,,,,,,,,,,,,,4.679752163,213.69,He,
SDSS J151610.57+211824.4,15 16 10.47,21 18 23.89,DZ,9588.0,8.2376,0.7289,,0.981,<-5.7217,,,,,,,,,,,,,,,,,,,-10.3914,,,,,,,,,,,,,,,,,,,,,9.260601605,107.98,He,
SDSS J151806.55+561935.1,15 18 06.53,56 19 35.18,DZ,7373.0,8.0,,,0.0,<-4.0818,,,,,,,,,,,,,,,,,,,-9.9014,,,,,,,,,,,,,,,,,,,,,,369.1382,He,
SDSS J151835.63+050627.5,15 18 35.62,05 06 27.98,DZ,5192.0,8.171,0.678,,6.43,-3.0,,,,,,-10.03,,-8.3,,,,,,,,,,,-9.29,,,,,,,,,,,-8.7,,,,,,,,,,14.63624692,68.32,He,
SDSS J152033.66+271839.7,15 20 33.66,27 18 39.72,DZ,7414.0,8.0,,,0.0,<-4.1017,,,,,,,,,,,,,,,,,,,-9.7477,,,,,,,,,,,,,,,,,,,,,,416.4291,He,
SDSS J152345.85+560135.0,15 23 45.84,56 01 34.86,DZ,7520.0,8.0,,,0.0,<-4.1631,,,,,,,,,,,,,,,,,,,-10.0545,,,,,,,,,,,,,,,,,,,,,,386.1174,He,
SDSS J152418.19+405252.1,15 24 18.19,40 52 52.13,DZ,5777.0,8.0,,,0.0,<-3.0,,,,,,,,,,,,,,,,,,,-10.1065,,,,,,,,,,,,,,,,,,,,,,357.4184,He,
SDSS J152449.58+404938.1,15 24 49.62,40 49 38.09,DZ,6203.0,8.203,0.701,,3.61,<-3.0431,,,,,,-9.18,,-7.1,,,,,,,,,,,-8.4,,,,,,,-9.65,,,,-7.5,,,,,,,,,,6.789195103,147.29,He,
SDSS J152521.94+425805.8,15 25 21.92,42 58 06.13,DZ,10491.0,8.2156,0.7159,,0.759,<-5.8582,,,,,,,,,,,,,,,,,,,-8.9598,,,,,,,,,,,,,,,,,,,,,4.332662991,230.80,He,
SDSS J152554.24+162547.0,15 25 54.23,16 25 47.12,DZ,6757.0,8.7077,1.0324,,4.26,<-3.075,,,,,,,,,,,,,,,,,,,-9.8095,,,,,,,,,,,,,,,,,,,,,6.61950946,151.07,He,
SDSS J152615.36+130846.8,15 26 15.36,13 08 46.80,DZ,7373.0,8.0,,,0.0,<-4.0819,,,,,,,,,,,,,,,,,,,-10.2005,,,,,,,,,,,,,,,,,,,,,,403.2271,He,
SDSS J152819.04+075346.2,15 28 19.05,07 53 44.99,DZ,7480.0,8.0851,0.6274,,1.48,<-4.0739,,,,,,,,,,,,,,,,,,,-8.4324,,,,,,,,,,,,,,,,,,,,,5.163713202,193.66,He,
SDSS J153100.63+250546.2,15 31 00.63,25 05 46.19,DZ,7591.0,8.0,,,0.0,<-4.2158,,,,,,,,,,,,,,,,,,,-9.7058,,,,,,,,,,,,,,,,,,,,,,410.5423,He,
SDSS J153129.26+424015.7,15 31 29.24,42 40 15.52,DZ,7054.0,8.024,0.589,,1.65,-3.0,,,,,,,,,,,,,,,,,,,-9.66,,,,,,,,,,,,,,,,,,,,,11.56508337,86.47,He,
SDSS J153226.52+100629.4,15 32 26.52,10 06 29.41,DZ,5085.0,8.0,,,0.0,<-3.0026,,,,,,,,,,,,,,,,,,,-10.0104,,,,,,,,,,,,,,,,,,,,,,254.3411,He,
SDSS J153233.08+161140.5,15 32 33.08,16 11 40.52,DZ,7167.0,8.0,,,0.0,<-3.9932,,,,,,,,,,,,,,,,,,,-10.2203,,,,,,,,,,,,,,,,,,,,,,449.2025,He,
SDSS J153240.34+274818.3,15 32 40.33,27 48 18.36,DZ,6871.0,8.0,,,0.0,<-3.7956,,,,,,,,,,,,,,,,,,,-9.1201,,,,,,,,,,,,,,,,,,,,,,450.5206,He,
SDSS J153333.95+530107.8,15 33 33.92,53 01 07.82,DZ,11632.0,7.8981,0.5259,,0.363,<-6.0817,,,,,,,,,,,,,,,,,,,-8.3268,,,,,,,,,,,,,,,,,,,,,3.407630003,293.46,He,
SDSS J153407.58+124254.4,15 34 07.59,12 42 54.41,DZ,6197.0,8.0,,,0.0,<-3.2811,,,,,,,,-6.9,,,,,,,,,,,-7.9,,,,,,,,,,,-6.7,,,,,,,,,,,324.606,He,
SDSS J153642.53+420519.2,15 36 42.52,42 05 19.00,DZ,5800.0,8.0,,,3.7,,,,,,,-8.78,,-7.49,,,,,,,,,,,-8.7,,,,-8.9,,,-8.9,,,,-7.59,,,,,,,,,,6.059662786,165.03,He,
SDSS J153724.24+462521.1,15 37 24.20,46 25 21.25,DZ,7445.0,8.1649,0.6783,,1.71,<-4.0071,,,,,,,,,,,,,,,,,,,-8.9874,,,,,,,,,,,,,,,,,,,,,4.159109833,240.44,He,
SDSS J153745.52+360818.6,15 37 45.50,36 08 18.66,DZ,5519.0,8.0,,,0.0,<-3.0,,,,,,,,-8.6,,,,,,,,,,,-9.8,,,,,,,,,,,-8.6,,,,,,,,,,3.594568633,278.20,He,
SDSS J153930.32+524819.3,15 39 30.32,52 48 19.08,DZ,6995.0,8.0,,,0.0,<-3.897,,,,,,,,,,,,,,,,,,,-10.4541,,,,,,,,,,,,,,,,,,,,,,330.9689,He,
SDSS J153946.30+193055.4,15 39 46.33,19 30 54.12,DZ,7140.0,8.1475,0.6666,,1.92,<-3.8789,,,,,,,,,,,,,,,,,,,-9.8,,,,,,,,,,,,,,,,,,,,,5.723783979,174.71,He,
SDSS J154022.80+535239.8,15 40 22.85,53 52 39.07,DZ,6500.0,8.0,,,0.0,<-3.3856,,,,,,,,-6.8,,,,,,,,,,,-8.7,,,,,,,,,,,-7.5,,,,,,,,,,,296.1201,He,
SDSS J154025.18+514921.6,15 40 25.22,51 49 21.40,DZ,8107.0,8.0591,0.6123,,1.16,<-4.7049,,,,,,,,,,,,,,,,,,,-9.9234,,,,,,,,,,,,,,,,,,,,,4.346778751,230.06,He,
SDSS J154045.28+373747.8,15 40 45.27,37 37 48.08,DZ,8226.0,7.9107,0.5249,,0.922,<-5.0674,,,,,,,,,,,,,,,,,,,-8.8895,,,,,,,,,,,,,,,,,,,,,2.960166928,337.82,He,
SDSS J154057.43+210944.6,15 40 57.41,21 09 44.73,DZ,7001.0,8.4246,0.8505,,3.46,<-3.525,,,,,,,,,,,,,,,,,,,-9.9559,,,,,,,,,,,,,,,,,,,,,5.293925214,188.90,He,
SDSS J154152.58+071549.2,15 41 52.58,07 15 49.23,DZ,7461.0,8.0,,,0.0,<-4.1269,,,,,,,,,,,,,,,,,,,-10.2379,,,,,,,,,,,,,,,,,,,,,,444.2796,He,
SDSS J154201.75+465020.2,15 42 01.72,46 50 20.76,DZ,6130.0,8.269,0.744,,4.32,<-3.0,,,,,,-8.18,,-6.5,,,,,,,,,,,-8.1,,,,,,,-8.7,,,,-6.9,,,,,,,,,,5.191528298,192.62,He,
SDSS J154349.79+202442.9,15 43 49.74,20 24 43.10,DZ,6206.0,8.0,,,0.0,<-3.2364,,,,,,,,-7.1,,,,,,,,,,,-8.7,,,,,,,,,,,-7.6,,,,,,,,,,,304.0503,He,
SDSS J154403.30+234516.6,15 44 03.40,23 45 16.35,DZ,6693.0,7.9723,0.5571,,1.66,<-3.6405,,,,,,,,,,,,,,,,,,,-10.2745,,,,,,,,,,,,,,,,,,,,,6.339063098,157.75,He,
SDSS J154510.31+523618.4,15 45 10.27,52 36 18.81,DZ,6068.0,8.107,0.639,,2.99,<-3.0029,,,,,,,,-7.5,,,,,,,,,,,-8.9,,,,,,,,,,,-8.0,,,,,,,,,,7.089500502,141.05,He,
SDSS J154540.21+492145.1,15 45 40.19,49 21 45.22,DZ,9628.0,8.1653,0.682,,0.882,<-5.7819,,,,,,,,,,,,,,,,,,,-8.1805,,,,,,,,,,,,,,,,,,,,,3.263989803,306.37,He,
SDSS J154623.07+392723.6,15 46 23.08,39 27 23.73,DZ,8924.0,8.1255,0.6554,,1.01,<-5.4137,,,,,,,,,,,,,,,,,,,-8.4598,,,,,,,,,,,,,,,,,,,,,5.60352435,178.46,He,
SDSS J154625.33+300946.2,15 46 25.33,30 09 46.21,DZ,6600.0,8.0,,,2.3,,,,,,,-8.78,,-7.19,,,,,,,,,,,-8.4,,,,,,,-8.65,,,,-7.19,,,,,,,,,,6.028321375,165.88,He,
SDSS J154630.17+175034.5,15 46 30.17,17 50 34.56,DZ,8206.0,8.0,,,0.0,<-4.9182,,,,,,,,,,,,,,,,,,,-8.9937,,,,,,,,,,,,,,,,,,,,,,491.0121,He,
SDSS J154645.78+310343.6,15 46 45.82,31 03 43.23,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6869,175.84,,
SDSS J154729.96+065909.5,15 47 29.88,06 59 08.94,DZ,8690.0,8.025,0.593,,0.98,-5.0,,,,,,,,,,,,,,,,,,,-9.74,,,,,,,,,,,,,,,,,,,,,11.42484658,87.53,He,
SDSS J154807.93+022257.1,15 48 07.91,02 22 57.33,DZ,8359.0,8.3239,0.7845,,1.73,<-4.5422,,,,,,,,,,,,,,,,,,,-10.4488,,,,,,,,,,,,,,,,,,,,,6.285271791,159.10,He,
SDSS J154907.11+442257.9,15 49 07.05,44 22 57.50,DZ,6428.0,8.0142,0.5815,,1.97,<-3.3108,,,,,,,,,,,,,,,,,,,-10.4942,,,,,,,,,,,,,,,,,,,,,6.291498857,158.94,He,
SDSS J154913.46+263301.1,15 49 13.48,26 33 00.63,DZ,6794.0,8.063,0.614,,2.56,<-3.7992,,,,,,,,-7.9,,,,,,,,,,,-9.6,,,,,,,,,,,-8.0,,,,,,,,,,3.573215099,279.86,He,
SDSS J154918.87+043651.0,15 49 18.86,04 36 51.06,DZ,6525.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-9.891,,,,,,,,,,,,,,,,,,,,,0.638268833,1566.74,He,
SDSS J154933.23+190646.7,15 49 33.25,19 06 46.22,DZ,6246.0,8.0,,,0.0,<-3.2274,,,,,,-9.11,,-7.0,,,,,,,,,,,-8.7,,,,,,,-8.78,,,,-7.3,,,,,,,,,,,286.5692,He,
SDSS J154941.55+202023.8,15 49 41.54,20 20 23.94,DZ,7150.0,8.3365,0.7915,,2.9,<-3.736,,,,,,,,,,,,,,,,,,,-8.7914,,,,,,,,,,,,,,,,,,,,,4.390833737,227.75,He,
SDSS J155030.78+201309.6,15 50 30.78,20 13 09.63,DZ,5944.0,8.0,,,0.0,<-3.0,,,,,,,,,,,,,,,,,,,-9.7739,,,,,,,,,,,,,,,,,,,,,,309.8831,He,
SDSS J155033.47+521438.4,15 50 33.47,52 14 38.23,DZ,7531.0,8.0,,,0.0,<-4.1706,,,,,,,,,,,,,,,,,,,-9.487,,,,,,,,,,,,,,,,,,,,,,388.0963,He,
SDSS J155106.77+152955.3,15 51 06.76,15 29 55.39,DZ,7501.0,8.0,,,0.0,<-4.1512,,,,,,,,,,,,,,,,,,,-10.1729,,,,,,,,,,,,,,,,,,,,,,520.9095,He,
SDSS J155113.05+254752.1,15 51 15.72,25 49 18.97,DZ,7677.0,8.0,,,0.0,<-4.2893,,,,,,,,,,,,,,,,,,,-8.4609,,,,,,,,,,,,,,,,,,,,,1.3081,764.47,He,
SDSS J155240.07+081516.8,15 52 40.06,08 15 16.64,DZ,10758.0,8.3057,0.7755,,0.812,<-5.8456,,,,,,,,,,,,,,,,,,,-8.9328,,,,,,,,,,,,,,,,,,,,,1.797561615,556.31,He,
SDSS J155429.01+173545.9,15 54 29.01,17 35 44.20,DZ,6794.0,8.21,0.707,,2.65,-4.0,,,,,,-8.9,,-7.1,,,,,,,,,,,-8.59,,,,,,,,,,,-7.6,,,,,,,,,,17.64109935,56.69,He,
SDSS J155724.87+215746.4,15 57 24.88,21 57 46.02,DZA,8630.0,7.9278,0.5355,,0.832,-3.4567,,,,,,,,,,,,,,,,,,,-9.0295,,,,,,,,,,,,,,,,,,,,,5.716132063,174.94,He,
SDSS J155847.89+150735.4,15 58 47.87,15 07 36.16,DZ,10090.0,8.1887,0.6978,,0.807,<-5.8104,,,,,,,,,,,,,,,,,,,-9.4037,,,,,,,,,,,,,,,,,,,,,6.658431124,150.19,He,
SDSS J155917.21+044549.4,15 59 17.19,04 45 49.42,DZ,7389.0,8.0744,0.6206,,1.51,<-4.037,,,,,,,,,,,,,,,,,,,-10.1387,,,,,,,,,,,,,,,,,,,,,6.425985205,155.62,He,
SDSS J160000.12+412033.4,16 00 00.14,41 20 33.01,DZ,7765.0,8.0,,,0.0,<-4.3766,,,,,,,,,,,,,,,,,,,-9.8751,,,,,,,,,,,,,,,,,,,,,,404.3793,He,
SDSS J160020.65+183325.6,16 00 20.61,18 33 24.22,DZ,8154.0,7.5211,0.3379,,0.624,<-5.4092,,,,,,,,,,,,,,,,,,,-10.1355,,,,,,,,,,,,,,,,,,,,,3.445130499,290.26,He,
SDSS J160032.88+381904.5,16 00 32.90,38 19 04.28,DZ,7101.0,8.0,,,0.0,<-3.9612,,,,,,,,,,,,,,,,,,,-8.7477,,,,,,,,,,,,,,,,,,,,,,365.1555,He,
SDSS J160143.58+182437.9,16 01 43.58,18 24 37.93,DZ,5240.0,8.0,,,0.0,<-3.0073,,,,,,,,,,,,,,,,,,,-10.0396,,,,,,,,,,,,,,,,,,,,,,219.1197,He,
SDSS J160221.46+192351.6,16 02 21.46,19 23 51.67,DZ,5267.0,8.0,,,0.0,<-3.0077,,,,,,,,,,,,,,,,,,,-10.4057,,,,,,,,,,,,,,,,,,,,,,249.1171,He,
SDSS J160359.58+414047.8,16 03 59.59,41 40 47.84,DZ,7673.0,8.0,,,0.0,<-4.2858,,,,,,,,,,,,,,,,,,,-9.5588,,,,,,,,,,,,,,,,,,,,,,453.6694,He,
SDSS J160429.80+183035.4,16 04 29.79,18 30 34.83,DZ,6421.0,8.1,0.636,,2.54,<-3.2377,,,,,,,,-8.4,,,,,,,,,,,-9.6,,,,,,,,,,,-8.5,,,,,,,,,,7.092024645,141.00,He,
SDSS J160506.78+114854.3,16 05 06.75,11 48 54.19,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4451,105.88,,
SDSS J160612.76+190801.3,16 06 06.99,19 07 13.07,DZ,7788.0,8.0,,,0.0,<-4.4005,,,,,,,,,,,,,,,,,,,-10.3714,,,,,,,,,,,,,,,,,,,,,1.3035,767.17,He,
SDSS J160646.32+471207.7,16 06 46.29,47 12 07.92,DZ,8227.0,7.3749,0.2858,,0.555,<-5.5711,,,,,,,,,,,,,,,,,,,-11.3312,,,,,,,,,,,,,,,,,,,,,2.488455699,401.86,He,
SDSS J160702.05+395058.6,16 07 02.01,39 50 58.36,DZ,7397.0,8.4867,0.8924,,3.24,<-3.7922,,,,,,,,,,,,,,,,,,,-8.8778,,,,,,,,,,,,,,,,,,,,,2.780979434,359.59,He,
SDSS J160819.44+134204.3,16 08 19.41,13 42 04.49,DZ,9223.0,8.2332,0.7254,,1.08,<-5.573,,,,,,,,,,,,,,,,,,,-8.1634,,,,,,,,,,,,,,,,,,,,,6.055916854,165.13,He,
SDSS J160859.59+383146.3,16 08 59.57,38 31 46.59,DZ,6507.0,8.0546,0.6065,,2.06,<-3.3534,,,,,,,,,,,,,,,,,,,-10.3892,,,,,,,,,,,,,,,,,,,,,6.41951682,155.77,He,
SDSS J160936.58+272338.5,16 09 36.54,27 23 39.01,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5121,398.07,,
SDSS J160950.12+270230.4,16 09 50.12,27 02 30.63,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4497,289.88,,
SDSS J161026.10+400619.7,16 10 26.12,40 06 19.46,DZ,6552.0,8.0,,,0.0,<-3.022,,,,,,,,-7.3,,,,,,,,,,,-8.7,,,,,,,,,,,-7.2,,,,,,,,,,2.701606253,370.15,He,
SDSS J161114.32+111708.3,16 11 14.31,11 17 08.30,DZ,7676.0,7.8465,0.4883,,1.01,<-4.4754,,,,,,,,,,,,,,,,,,,-9.723,,,,,,,,,,,,,,,,,,,,,6.028071521,165.89,He,
SDSS J161216.54+184512.3,16 12 16.53,18 45 12.45,DZ,7376.0,8.0,,,0.0,<-4.0834,,,,,,,,,,,,,,,,,,,-10.0585,,,,,,,,,,,,,,,,,,,,,,363.0013,He,
SDSS J161248.17+353434.8,16 12 48.17,35 34 34.87,DZ,7181.0,8.0,,,0.0,<-3.9376,,,,,,,,-7.3,,,,,,,,,,,-8.5,,,,,,,,,,,-7.3,,,,,,,,,,,379.124,He,
SDSS J161444.17+133414.5,16 14 44.15,13 34 13.96,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1024,140.80,,
SDSS J161544.48+174627.4,16 15 44.45,17 46 27.64,DZ,9613.0,7.1401,0.2297,,0.321,<-6.1357,,,,,,,,,,,,,,,,,,,-7.9464,,,,,,,,,,,,,,,,,,,,,0.932813709,1072.03,He,
SDSS J161603.00+330301.2,16 16 02.99,33 03 01.90,DZ,6491.0,7.991,0.569,,1.79,<-3.3404,,,,,,-8.93,,-6.7,,,,,,,,,,,-8.2,,,,-9.62,,,-8.8,,,,-7.1,,,,,,,,,,7.765501345,128.77,He,
SDSS J161801.33+445220.7,16 18 01.31,44 52 21.06,DZ,9867.0,7.9377,0.544,,0.594,<-5.9193,,,,,,,,,,,,,,,,,,,-7.6271,,,,,,,,,,,,,,,,,,,,,3.95980257,252.54,He,
SDSS J161809.61+064924.1,16 18 09.64,06 49 23.40,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3362,299.74,,
SDSS J161922.43+474553.7,16 19 22.44,47 45 53.57,DZ,8888.0,8.0,,,0.0,<-5.489,,,,,,,,,,,,,,,,,,,-8.2522,,,,,,,,,,,,,,,,,,,,,,554.9654,He,
SDSS J162045.46+464250.3,16 20 45.45,46 42 50.29,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6662,214.31,,
SDSS J162236.76+631908.9,16 22 36.76,63 19 08.74,DZA,11586.0,8.3856,0.8295,,0.747,-4.8803,,,,,,,,,,,,,,,,,,,-7.6857,,,,,,,,,,,,,,,,,,,,,3.256620746,307.07,He,
SDSS J162247.25+473146.8,16 22 56.66,47 30 51.09,DZ,7716.0,8.0,,,0.0,<-4.3268,,,,,,,,,,,,,,,,,,,-8.2008,,,,,,,,,,,,,,,,,,,,,0.5514,1813.57,He,
SDSS J162404.67+314114.1,16 24 04.71,31 41 14.15,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9384,253.91,,
SDSS J162408.57+331019.0,16 24 08.59,33 10 18.64,DZ,6654.0,8.0,,,0.0,<-3.5425,,,,,,,,-7.2,,,,,,,,,,,-9.2,,,,,,,,,,,-8.0,,,,,,,,,,,300.027,He,
SDSS J162612.73+330308.2,16 26 12.72,33 03 08.14,DZ,6715.0,8.0,,,0.0,<-3.8367,,,,,,,,-7.1,,,,,,,,,,,-8.6,,,,-9.04,,,,,,,-7.5,,,,,,,,,,1.20612017,829.10,He,
SDSS J162702.24+144324.7,16 27 02.21,14 43 24.88,DZ,9121.0,8.2358,0.727,,1.12,<-5.5002,,,,,,,,,,,,,,,,,,,-10.1916,,,,,,,,,,,,,,,,,,,,,3.435163895,291.11,He,
SDSS J162703.34+464658.2,16 27 03.32,46 46 57.84,DZ,6000.0,7.785,0.45,,1.75,<-3.0072,,,,,,,,-7.9,,,,,,,,,,,-9.4,,,,,,,-8.73,,,,-8.3,,,,,,,,,,5.250820494,190.45,He,
SDSS J162946.94+175805.2,16 29 46.94,17 58 05.21,DZ,10709.0,7.9226,0.5374,,0.469,<-6.0369,,,,,,,,,,,,,,,,,,,-8.9148,,,,,,,,,,,,,,,,,,,,,3.136737905,318.80,He,
SDSS J163310.02+184011.7,16 33 10.00,18 40 11.80,DZ,10298.0,8.0313,0.5997,,0.604,<-5.9456,,,,,,,,,,,,,,,,,,,-8.8083,,,,,,,,,,,,,,,,,,,,,6.029928559,165.84,He,
SDSS J163331.21+300827.3,16 33 31.20,30 08 27.50,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5044,222.01,,
SDSS J163601.33+161907.1,16 36 01.30,16 19 06.34,DZ,4375.0,7.979,0.555,,6.93,-5.0,,,,,,-10.18,,-8.3,,,,,,,,,,,-9.84,,,,,,,,,,,-8.3,,,,,,,,,,14.16208819,70.61,He,
SDSS J163827.68+383726.5,16 38 27.63,38 37 27.62,DZ,7247.0,7.7026,0.414,,0.984,<-4.2506,,,,,,,,,,,,,,,,,,,-9.188,,,,,,,,,,,,,,,,,,,,,4.398039794,227.37,He,
SDSS J164026.65+315453.9,16 40 26.65,31 54 55.17,DZ,6857.0,8.0407,0.5988,,1.74,<-3.7486,,,,,,,,,,,,,,,,,,,-9.9822,,,,,,,,,,,,,,,,,,,,,9.023924274,110.82,He,
SDSS J164050.76+131124.3,16 40 50.79,13 11 24.40,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4666,182.93,,
SDSS J164104.95+185602.1,16 41 04.99,18 56 02.51,DZ,5470.0,7.941,0.536,,3.89,<-3.0,,,,,,,,-9.2,,,,,,,,,,,-10.4,,,,,,,,,,,-9.9,,,,,,,,,,7.559540361,132.28,He,
SDSS J164208.47+321136.6,16 42 08.47,32 11 36.54,DZ,7278.0,8.0,,,0.0,<-4.0409,,,,,,,,,,,,,,,,,,,-10.297,,,,,,,,,,,,,,,,,,,,,3.324544698,300.79,He,
SDSS J164211.83+374954.9,16 42 04.95,37 49 38.33,DZ,6706.0,8.0,,,0.0,<-3.6279,,,,,,,,,,,,,,,,,,,-9.6536,,,,,,,,,,,,,,,,,,,,,1.618,618.05,He,
SDSS J164224.39+452911.8,16 42 24.33,45 29 11.36,DZ,7649.0,8.0,,,0.0,<-4.2641,,,,,,,,,,,,,,,,,,,-9.9845,,,,,,,,,,,,,,,,,,,,,,353.3298,He,
SDSS J164336.31+142250.2,16 43 36.34,14 22 49.74,DZ,6495.0,8.095,0.632,,2.31,-3.0,,,,,,,,,,,,,,,,,,,-11.18,,,,,,,,,,,,,,,,,,,,,13.17352144,75.91,He,
SDSS J164427.54+385357.7,16 44 27.57,38 53 58.17,DZ,6054.0,8.3196,0.7783,,4.65,<-3.0,,,,,,,,,,,,,,,,,,,-9.7511,,,,,,,,,,,,,,,,,,,,,4.800267996,208.32,He,
SDSS J164723.80+415644.5,16 47 23.80,41 56 44.56,DZ,6876.0,8.0,,,0.0,<-3.8002,,,,,,,,,,,,,,,,,,,-9.6523,,,,,,,,,,,,,,,,,,,,,,359.6505,He,
SDSS J164744.70+263646.7,16 47 44.57,26 36 48.52,DZ,7126.0,8.043,0.601,-3.41,1.65,-4.0,,,,,,,,,,,,,,,,,,,-9.94,,,,,,,,,,,,,,,,,,,,,19.82235324,50.45,He,13.44
SDSS J164842.83+524131.5,16 48 42.76,52 41 31.94,DZ,6934.0,8.2947,0.7632,,2.94,<-3.5851,,,,,,,,,,,,,,,,,,,-9.731,,,,,,,,,,,,,,,,,,,,,5.186729947,192.80,He,
SDSS J164852.56+190924.6,16 48 52.55,19 09 24.71,DZ,7971.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-8.949,,,,,,,,,,,,,,,,,,,,,7.979913651,125.31,He,
SDSS J164912.04+415241.8,16 49 12.04,41 52 41.82,DZ,5678.0,8.0,,,0.0,<-3.0,,,,,,,,,,,,,,,,,,,-10.0079,,,,,,,,,,,,,,,,,,,,,,266.5028,He,
SDSS J164939.23+223807.2,16 49 39.23,22 38 07.54,DZ,5261.0,8.101,0.634,,5.95,<-3.004,,,,,,-8.29,,-6.7,,,,,,,,,,,-8.4,,,,,,,-8.83,,,,-7.4,,,,,,,,,,7.181892951,139.24,He,
SDSS J165020.80+405550.2,16 50 20.80,40 55 50.20,DZ,7113.0,8.0,,,0.0,<-3.967,,,,,,,,,,,,,,,,,,,-9.6502,,,,,,,,,,,,,,,,,,,,,,433.7987,He,
SDSS J165101.72+424955.5,16 51 01.63,42 49 54.87,DZH,5512.0,8.218,0.709,,5.79,-5.0,,,,,,-8.2,,-6.91,,,,,,,,,,,-8.16,,,,,,,,,,,-7.31,,,,,,,,,,11.16159628,89.59,He,
SDSS J165518.49+213428.2,16 55 18.50,21 34 28.18,DZ,7040.0,8.0,,,0.0,<-3.9264,,,,,,,,,,,,,,,,,,,-10.0504,,,,,,,,,,,,,,,,,,,,,,354.5869,He,
SDSS J165741.58+373824.2,16 57 41.56,37 38 24.22,DZ,7503.0,8.1188,0.6487,,1.54,<-4.0647,,,,,,,,,,,,,,,,,,,-9.9126,,,,,,,,,,,,,,,,,,,,,5.682616059,175.98,He,
SDSS J165751.23+475911.6,16 57 51.21,47 59 11.18,DZ,7377.0,8.0,,,0.0,<-4.084,,,,,,,,,,,,,,,,,,,-8.7544,,,,,,,,,,,,,,,,,,,,,4.495334281,222.45,He,
SDSS J170029.59+204704.3,17 00 29.60,20 47 04.36,DZ,7156.0,8.0,,,0.0,<-3.9882,,,,,,,,,,,,,,,,,,,-8.8382,,,,,,,,,,,,,,,,,,,,,,474.0623,He,
